Text Id,Text Code,Text Title(TY),Text Title(ESU)
D4266,07-05-02-,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ་,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ
D3815,08-01-01-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ་དང་།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ
D3817,08-01-02-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པ་དབུ་མའི་ཚུལ་དུ་རྒྱ་ཆེར་འགྲེལ་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ
Q5221,08-01-03-,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ་བཅས་སོ།།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ།
,08-02-01-,དབུ་མ་རྒྱན་གྱི་དཀའ་འགྲེལ་དང་།,
,08-02-02-,དབུ་མ་སྣང་བ་ཞེས་བྱ་བ།,
D3888,08-02-03-,དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3889,08-02-04-,ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ།,ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ
D2591,08-02-05-,བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ།,བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ
D3915,08-02-06-,བསྒོམ་རིམ་དང་པོ།,བསྒོམ་རིམ་དང་པོ
D3916,08-02-07-,བསྒོམ་རིམ་བར་མ།,བསྒོམ་རིམ་བར་མ
D3917,08-02-08-,བསྒོམ་རིམ་ཐ་མ།,བསྒོམ་རིམ་ཐ་མ
D3918,08-02-09-,རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ་བཅས་སོ།།,རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ
D4000,08-03-01-,འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ་དང་།,འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ
,08-03-02-,འཕགས་པ་སཱ་ལུ་ལྗང་པའི་མདོ་སྡེའི་རྒྱ་ཆེར་འགྲེལ་པ་གཉིས།,
D4128,08-04-01-,དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བརྗོད་པ།,དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ
D4193,08-05-01-,ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་གྱི་བྱེ་བྲག་བསྟན་པ་དང་།,ལྷོ་ཟ་མོ་ཚངས་དབྱངས་ལ་སྡུག་བསྔལ་བརྒྱད་ཀྱི་བྱེ་བྲག་བསྟན་པ
D4195,08-05-02-,དད་སྐྱེད་སྒྲོན་མ་གཉིས།,དད་སྐྱེད་སྒྲོན་མ
D4232,08-06-01-,རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ་དང་།,རིགས་པའི་ཐིགས་པའི་ཕྱོགས་སྔ་མ་མདོར་བསྡུས་པ
D4267,08-06-02-,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ་གཉིས།,དེ་ཁོ་ན་ཉིད་བསྡུས་པའི་དཀའ་འགྲེལ
D4393,08-07-01-,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལའི་སྨོན་ལམ་མུ་གཉིས་མ་,སློབ་དཔོན་ཀཱ་མ་ལ་ཤཱི་མའི་སྨོན་ལམ་མུ་གཉིས་མ
D1115,09-01-01-,ཆོས་ཀྱི་སྐུ་ལ་གནས་པའི་ཡོན་ཏན་ཐུན་མོང་མ་ཡིན་པ་ལ་བསྟོད་པ་དང་།,ཆོས་ཀྱི་སྐུ་ལ་གནས་པའི་ཡོན་ཏན་ཐུན་མོང་མ་ཡིན་པ་ལ་བསྟོད་པ
D2326,09-02-01-,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མའི་སྒྲུབ་ཐབས་དང་།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས
D3648,09-02-02-,འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས་གཉིས།,འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས
D3981,09-03-01-,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་རྣམ་པར་བཤད་པ་དང་།,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་རྣམ་པར་བཤད་པ
D3982,09-03-02-,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ
D3983,09-03-03-,ཆོས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།,ཆོས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ
D3984,09-03-04-,དགེ་འདུན་རྗེས་སུ་དྲན་པའི་བཤད་པ་བཅས་སོ།།,དགེ་འདུན་རྗེས་སུ་དྲན་པའི་བཤད་པ
D4025,09-04-01-,ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་རྣམ་པར་བཤད་པ་དང་།,ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་རྣམ་པར་བཤད་པ
D4035,09-04-02-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་དངོས་གཞིའི་ས་མང་པོ་དང་།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་དངོས་གཞིའི་ས་མང་པོ
,09-04-03-,ས་སྡེ་ལྔའི་དང་པོའི་ཡ་གྱལ་རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་ཉན་ཐོས་ཀྱི་ས་དང་།,
D4037,09-04-04-,ས་སྡེ་ལྔའི་དང་པོའི་ཡ་གྱལ་རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས
D4038,09-04-05-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ
D4038,09-04-06-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ
D4039,09-04-07-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ་དང་།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ
D4040,09-04-08-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་འདུལ་བ་བསྡུ་བ།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་འདུལ་བ་བསྡུ་བ
D4041,09-04-09-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་གྲངས་བསྡུ་བ།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་གྲངས་བསྡུ་བ
D4042,09-04-10-,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་པར་བཤད་པ་བསྡུ་བ།,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་པར་བཤད་པ་བསྡུ་བ
D4048,09-04-11-,ཐེག་པ་ཆེན་པོ་བསྡུས་པ་དང་།,ཐེག་པ་ཆེན་པོ་བསྡུས་པ
D4049,09-04-12-,ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།,ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ
D4073,09-04-13-,བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག །,བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག
D4358,09-05-01-,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ་བཅས།,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་མདོའི་རྣམ་པར་བཤད་པ
D1146,10-01-01-,དཀོན་མཆོག་གསུམ་གྱི་བསྟོད་པ་དང་།,དཀོན་མཆོག་གསུམ་གྱི་བསྟོད་པ
D2694,10-02-01-,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ།,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ
D3808,10-03-01-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་དང་། ཉི་ཁྲི་ལྔ་སྟོང་པ་དང་། ཁྲི་བརྒྱད་སྟོང་པའི་རྒྱ་ཆེར་བཤད་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་དང་ཉི་ཁྲི་ལྔ་སྟོང་པ་དང་ཁྲི་བརྒྱད་སྟོང་པའི་རྒྱ་ཆེར་བཤད་པ
D3816,10-03-02-,འཕགས་པ་བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་གནས་བདུན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ་བཅས་སོ།།,འཕགས་པ་བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་དོན་བདུན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ
D3982,10-04-01-,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ་དང་།,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ
D3988,10-04-02-,ཚིགས་སུ་བཅད་པ་གཅིག་པའི་བཤད་པ།,ཚིགས་སུ་བཅད་པ་གཅིག་པའི་བཤད་པ
D2694,10-04-03-,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ།,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ
D3990,10-04-04-,འཕགས་པ་ཆོས་བཞི་པའི་རྣམ་པར་བཤད་པ།,འཕགས་པ་ཆོས་བཞི་པའི་རྣམ་པར་བཤད་པ
,10-04-05-,ག་ཡ་གོ་རིའི་མདོའི་རྣམ་པར་བཤད་པ།,
D3993,10-04-06-,འཕགས་པ་མདོ་སྡེ་ས་བཅུ་པའི་རྣམ་པར་བཤད་པ།,འཕགས་པ་ས་བཅུ་པའི་རྣམ་པར་བཤད་པ
D3994,10-04-07-,འཕགས་པ་བློ་གྲོས་མི་ཟད་པས་བསྟན་པའི་མདོའི་རྒྱ་ཆེར་འགྲེལ་པ།,འཕགས་པ་བློ་གྲོས་མི་ཟད་པས་བསྟན་པ་རྒྱ་ཆེར་འགྲེལ་པ
D3995,10-04-08-,རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོའི་རྣམ་པར་དབྱེ་བ་བཤད་པ།,རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་དང་པོའི་རྣམ་པར་དབྱེ་བ་བཤད་པ
D4015,10-04-09-,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་འགྲེལ་པ།,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་འགྲེལ་པ
D4017,10-04-10-,དམ་པའི་ཆོས་པདྨ་དཀར་པོའི་འགྲེལ་པ་བཅས་སོ།།,དམ་པའི་ཆོས་པདྨ་དཀར་པོའི་འགྲེལ་པ
,10-05-01-,ཐེག་པ་ཆེན་པོའི་མདོ་སྡེའི་རྒྱན་གྱི་བཤད་པ་དང་།,
D4027,10-05-02-,དབུས་དང་མཐའ་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ།,དབུས་དང་མཐའ་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ
D4028,10-05-03-,ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ།,ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ
D4050,10-05-04-,ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་འགྲེལ་པ།,ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་འགྲེལ་པ
D4052,10-05-05-,(ཐེག་བསྡུས་ཀྱི་གནས་དང་པོའི་བཤད་པ་) དོན་གསང་བ་རྣམ་པར་ཕྱེ་བ་བསྡུས་ཏེ་བཤད་པ།,དོན་གསང་བ་རྣམ་པར་ཕྱེ་བ་བསྡུས་ཏེ་བཤད་པ
,10-05-06-,ཐམས་ཅད་རིག་ཙམ་དུ་སྟོན་པ་སུམ་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ།,
,10-05-07-,ཕྱི་རོལ་གྱི་དོན་འགོག་པ་ཉི་ཤུ་པའི་ཚིག་ལེའུར་བྱས་པ།,
D4057,10-05-08-,ཉི་ཤུ་པའི་འགྲེལ་པ།,ཉི་ཤུ་པའི་འགྲེལ་པ
D4058,10-05-09-,རང་བཞིན་གསུམ་ངེས་པར་བསྟན་པ།,རང་བཞིན་གསུམ་ངེས་པར་བསྟན་པ
D3866,10-05-10-,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ
D4060,10-05-11-,རྣམ་པར་བཤད་པའི་རིགས་པའི་མདོ་སྡེའི་དུམ་བུ་བརྒྱ།,རྣམ་པར་བཤད་པ་རིགས་པའི་མདོ་སྡེའི་དུམ་བུ་བརྒྱ
D4061,10-05-12-,རྣམ་པར་བཤད་པའི་རིགས་པ།,རྣམ་པར་བཤད་པའི་རིགས་པ
D4062,10-05-13-,ལས་གྲུབ་པའི་རབ་ཏུ་བྱེད་པ།,ལས་གྲུབ་པའི་རབ་ཏུ་བྱེད་པ
D4063,10-05-14-,ཐེག་པ་ཆེན་པོའི་ཆོས་བརྒྱ་གསལ་བའི་སྒོའི་བསྟན་བཅོས།,ཐེག་པ་ཆེན་པོའི་ཆོས་བརྒྱ་གསལ་བའི་སྒོའི་བསྟན་བཅོས
D4068,10-05-15-,ཕུང་པོ་ལྔའི་བཤད་པ་བཅས་སོ།།,ཕུང་པོ་ལྔའི་བཤད་པ
D4089,10-06-01-,ཆོས་མངོན་པ་མཛོད་ཀྱི་ཚིག་ལེའུར་བྱས་པ་དང་།,ཆོས་མངོན་པའི་མཛོད་ཀྱི་ཚིག་ལེའུར་བྱས་པ
,10-06-02-,དེའི་རང་འགྲེལ་ཆོས་མངོན་པའི་མཛོད་ཀྱི་བཤད་པ།,
D4102,10-06-03-,བསྟན་བཅོས་ཚིགས་སུ་བཅད་པ་བསྡུས་པ།,བསྟན་བཅོས་ཚིགས་སུ་བཅད་པ་བསྡུས་པ
D4103,10-06-04-,ཚིགས་སུ་བཅད་པའི་དོན་བསྡུས་པ་ཞེས་བྱ་བའི་བསྟན་བཅོས།,ཚིགས་སུ་བཅད་པའི་དོན་བསྡུས་པ་ཞེས་བྱ་བའི་བསྟན་བཅོས
D1150,11-01-01-,སྤེལ་མར་བསྟོད་པ་དང་།,སྤེལ་མར་བསྟོད་པ
D1156,11-01-02-,ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་འགྲེལ་པ།,ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་འགྲེལ་པ
D1157,11-01-03-,ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་དོན་གྱི་ཚིག་ལེའུར་བྱས་པ།,ཡོན་ཏན་མཐའ་ཡས་པར་བསྟོད་པའི་དོན་གྱི་ཚིག་ལེའུར་བྱས་པ
,11-01-04-,ཨེ་ཀ་ནཱ་ཐའི་དོན་འགྲེལ་བཅས་སོ།།,
D2444,11-02-01-,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ་དང་།,གྲུབ་ཐོབ་ལྔ་བཅུའི་རྟོགས་པ་བརྗོད་པ་ཐིག་ལེ་འོད་ཀྱི་ཕྲེང་བ
D2449,11-02-02-,དཔལ་ཨུ་རྒྱན་དུ་ཚོགས་འཁོར་བྱས་པའི་དུས་སུ་རྣལ་འབྱོར་པ་གྲུབ་པ་ཐོབ་པ་བཞི་བཅུས་རྡོ་རྗེའི་མགུར་བཞེངས་པ་ཉམས་ཀྱི་མན་ངག་ཐིག་ལེ་གསེར་གྱི་ཕྲེང་བ།,དཔལ་ཨུ་རྒྱན་དུ་ཚོགས་འཁོར་བྱས་པའི་དུས་སུ་རྣལ་འབྱོར་པ་གྲུབ་པ་ཐོབ་པ་བཞི་བཅུས་རྡོ་རྗེའི་མགུར་བཞེངས་པ་ཉམས་ཀྱི་མན་ངག་ཐིག་ལེ་གསེར་གྱི་ཕྲེང་བ
D2712,11-02-03-,འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ།,འཕགས་པ་འཇམ་པའི་དབྱངས་ཀྱི་བསྟོད་པ
D3809,11-03-01-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ
D4012,11-04-01-,འཕགས་པ་ཀུན་ཏུ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ།,ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ
D4074,11-05-01-,རྣལ་འབྱོར་ལ་འཇུག་པ།,རྣལ་འབྱོར་ལ་འཇུག་པ
D4095,11-06-01-,ཆོས་མངོན་པའི་མཛོད་ཀྱི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ་བཅས་སོ།།,ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ
D4203,11-07-01-,ཚད་མ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་དང་།,ཚད་མ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D4204,11-07-02-,ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།,ཚད་མ་ཀུན་ལས་བཏུས་པའི་འགྲེལ་པ།
D4205,11-07-03-,དམིགས་པ་བརྟག་པ།,དམིགས་པ་བརྟག་པ
D4206,11-07-04-,དམིགས་པ་བརྟག་པའི་འགྲེལ་པ།,དམིགས་པ་བརྟག་པའི་འགྲེལ་པ
D4207,11-07-05-,དུས་གསུམ་བརྟག་པ།,དུས་གསུམ་བརྟག་པ
Q5706,11-07-06-,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,ཚད་མ་རིགས་པར་འཇུག་པའི་སྒོ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།
D4208,11-07-07-,ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ།,ཚད་མའི་བསྟན་བཅོས་རིགས་པ་ལ་འཇུག་པ
D4209,11-07-08-,གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ་,གཏན་ཚིགས་ཀྱི་འཁོར་ལོ་གཏན་ལ་དབབ་པ
D1158,12-01-01-,སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ།,སངས་རྒྱས་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ལ་བསྟོད་པ
D1191,12-02-01-,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པ་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད་དང་།,རྒྱུད་ཀྱི་རྒྱལ་པོ་ཆེན་པོ་དཔལ་དགྱེས་པའི་རྡོ་རྗེའི་དཀའ་འགྲེལ་སྤྱན་འབྱེད
D1442,12-02-02-,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས།,དཔལ་རྡོ་རྗེ་མཁའ་འགྲོའི་བསྟོད་པ་རྒྱུན་ཆགས
D2508,12-02-03-,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག །,དཀྱིལ་འཁོར་གྱི་ཐིག་གི་ཆོ་ག
D2637,12-02-04-,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག །,ངན་སོང་ཐམས་ཅད་ཡོངས་སུ་སྦྱོང་བའི་རོའི་སྦྱིན་སྲེག་གི་དཀྱིལ་འཁོར་གྱི་ཆོ་ག
D4151,12-03-01-,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ།,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ
D4210,12-04-01-,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ་དང་།,ཚད་མ་རྣམ་འགྲེལ་གྱི་ཚིག་ལེའུར་བྱས་པ
D4211,12-04-02-,ཚད་མ་རྣམ་པར་ངེས་པ།,ཚད་མ་རྣམ་པར་ངེས་པ
D4212,12-04-03-,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རིགས་པའི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D4213,12-04-04-,གཏན་ཚིགས་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,གཏན་ཚིགས་ཀྱི་ཐིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D4214,12-04-05-,འབྲེལ་བ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ།,འབྲེལ་པ་བརྟག་པའི་རབ་ཏུ་བྱེད་པ
D4215,12-04-06-,འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ།,འབྲེལ་བ་བརྟག་པའི་འགྲེལ་པ།
D4216,12-04-07-,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ།,ཚད་མ་རྣམ་འགྲེལ་གྱི་འགྲེལ་པ
D4218,12-04-08-,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,རྩོད་པའི་རིགས་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D4219,12-04-09-,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ་,རྒྱུད་གཞན་གྲུབ་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ
D3787,13-01-01-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་ཚུལ་གྱི་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ
D3790,14-01-01-,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ་དང་།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ
,14-01-02-,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པའམ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ།,
,14-01-03-,མངོན་རྟོགས་རྒྱན་སྡུད་པ་དང་སྦྱར་བའི་འགྲེལ་པའམ་བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ་རྟོགས་པར་སླ་བ།,
D3793,14-01-04-,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་བཅས་དང་།,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ
D4274,14-02-01-,རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པའམ་བརྡ་སྤྲོད་པ་ཙནྡྲ་པའི་མདོའི་རྣམ་པར་དབྱེ་བའི་ཚིག་ལེའུར་བྱས་པ་,རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ
D4044,15-01-01-,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ་དང་།,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ
